CNO,SEX,AGGT,DIV,DETAILED-SUBJECTS,center_id
S0101/0018,M,44,0,CIV:E;HIST:E;GEO:E;KISW:E;ENGL:F;PHY:F;CHEM:F;BIO:F;B-MATH:E,s0101
S0101/0019,M,16,I,CIV:B;HIST:B;GEO:C;KISW:B+;ENGL:C;FREN:X;PHY:B+;CHEM:B+;BIO:B+;B-MATH:B+,s0101
S0101/0020,M,45,0,CIV:E;HIST:F;GEO:F;KISW:F;ENGL:E;PHY:F;CHEM:E;BIO:F;B-MATH:E,s0101
S0101/0021,M,31,III,CIV:D;HIST:E;GEO:D;KISW:B;ENGL:C;PHY:D;CHEM:D;BIO:D;B-MATH:C,s0101
S0101/0022,M,15,I,CIV:C;HIST:C;GEO:B;E-D-KIISLAMU:B;KISW:B+;ENGL:B+;PHY:B+;CHEM:B+;BIO:B+;B-MATH:B+,s0101
S0101/0023,M,28,III,CIV:C;HIST:E;GEO:C;E-D-KIISLAMU:C;KISW:C;ENGL:C;PHY:C;CHEM:C;BIO:C;B-MATH:C,s0101
S0101/0024,M,28,III,CIV:D;HIST:D;GEO:D;KISW:B;ENGL:C;BIO:C;B-MATH:B;COMM:E;B-KEEPING:C,s0101
S0101/0025,M,46,0,CIV:F;HIST:F;GEO:F;KISW:D;ENGL:E;PHY:F;CHEM:F;BIO:F;B-MATH:F,s0101
S0101/0026,M,25,III,CIV:C;HIST:D;GEO:C;KISW:B;ENGL:B;PHY:B;CHEM:D;BIO:C;B-MATH:C,s0101
S0101/0027,M,39,IV,CIV:D;HIST:E;GEO:E;KISW:D;ENGL:D;BIO:F;B-MATH:E;COMM:F;B-KEEPING:E,s0101
S0101/0028,M,19,II,CIV:B;HIST:B;GEO:B;E-D-KIISLAMU:C;KISW:B+;ENGL:B;PHY:B;CHEM:B;BIO:B;B-MATH:B+,s0101
S0101/0029,M,36,IV,CIV:D;HIST:D;GEO:E;F.ART:X;KISW:B;ENGL:C;PHY:F;CHEM:F;BIO:E;B-MATH:X,s0101
S0101/0030,M,27,III,CIV:C;HIST:C;GEO:C;KISW:B;ENGL:C;PHY:E;CHEM:C;BIO:C;B-MATH:D,s0101
S0101/0031,M,46,0,CIV:E;HIST:F;GEO:F;KISW:D;ENGL:F;BIO:F;B-MATH:F;COMM:X;B-KEEPING:X,s0101
S0101/0032,M,*E,*E,,s0101
S0101/0033,M,40,IV,CIV:E;HIST:F;GEO:E;F.ART:D;KISW:E;ENGL:C;BIO:E;B-MATH:F;COMM:F;B-KEEPING:F,s0101
S0101/0034,M,33,IV,CIV:C;HIST:C;GEO:E;KISW:C;ENGL:B;BIO:E;B-MATH:F;COMM:E;B-KEEPING:F,s0101
S0101/0035,M,26,III,CIV:C;HIST:C;GEO:C;E-D-KIISLAMU:C;KISW:C;ENGL:B+;PHY:C;CHEM:C;BIO:C;B-MATH:D,s0101
S0101/0036,M,36,IV,CIV:D;HIST:D;GEO:E;E-D-KIISLAMU:F;KISW:C;ENGL:D;BIO:D;B-MATH:F;COMM:E;B-KEEPING:F,s0101
S0101/0037,M,27,III,CIV:C;HIST:C;GEO:D;KISW:B;ENGL:C;PHY:C;CHEM:C;BIO:C;B-MATH:D,s0101
S0101/0038,M,23,II,CIV:B;HIST:C;GEO:B;KISW:B;ENGL:B+;PHY:C;CHEM:C;BIO:C;B-MATH:D,s0101
S0101/0039,M,47,0,CIV:F;HIST:F;GEO:F;KISW:E;ENGL:E;BIO:F;B-MATH:F;COMM:X;B-KEEPING:F,s0101
S0101/0040,M,46,0,CIV:F;HIST:F;GEO:F;KISW:D;ENGL:E;BIO:F;B-MATH:F;COMM:F;B-KEEPING:F,s0101
S0101/0041,M,31,III,CIV:D;HIST:E;GEO:D;KISW:C;ENGL:C;PHY:C;CHEM:D;BIO:C;B-MATH:D,s0101
S0101/0042,M,32,IV,CIV:D;HIST:D;GEO:D;KISW:B;ENGL:C;PHY:D;CHEM:D;BIO:D;B-MATH:D,s0101
S0101/0043,M,30,III,CIV:D;HIST:D;GEO:D;B-KNOWL:X;KISW:B;ENGL:B;PHY:E;CHEM:D;BIO:C;B-MATH:E,s0101
S0101/0044,M,28,III,CIV:D;HIST:E;GEO:C;E-D-KIISLAMU:C;KISW:B;ENGL:D;PHY:C;CHEM:C;BIO:D;B-MATH:C,s0101
S0101/0045,M,43,0,CIV:E;HIST:E;GEO:E;E-D-KIISLAMU:X;KISW:E;ENGL:E;BIO:F;B-MATH:E;COMM:X;B-KEEPING:F,s0101
S0101/0046,M,13,I,CIV:B;HIST:B;GEO:B;KISW:B+;ENGL:B+;PHY:A;CHEM:B+;BIO:B+;B-MATH:A,s0101
S0101/0047,M,33,IV,CIV:D;HIST:D;GEO:D;KISW:C;ENGL:C;PHY:F;CHEM:E;BIO:C;B-MATH:F,s0101
S0101/0048,M,49,0,CIV:F;HIST:F;GEO:F;KISW:F;ENGL:F;PHY:F;CHEM:F;BIO:F;B-MATH:F,s0101
S0101/0049,M,*E,*E,,s0101
S0101/0050,M,48,0,CIV:F;HIST:F;GEO:F;KISW:E;ENGL:F;BIO:F;B-MATH:F;COMM:F;B-KEEPING:F,s0101
S0101/0051,M,45,0,CIV:E;HIST:E;GEO:F;E-D-KIISLAMU:F;KISW:E;ENGL:E;BIO:F;B-MATH:F;COMM:F;B-KEEPING:F,s0101
S0101/0052,M,32,IV,CIV:C;HIST:E;GEO:D;E-D-KIISLAMU:X;KISW:B;ENGL:B;BIO:E;B-MATH:E;COMM:E;B-KEEPING:D,s0101
S0101/0053,M,29,III,CIV:D;HIST:D;GEO:D;KISW:D;ENGL:B+;PHY:C;CHEM:D;BIO:C;B-MATH:C,s0101
S0101/0054,M,27,III,CIV:C;HIST:D;GEO:C;KISW:B;ENGL:B+;PHY:D;CHEM:E;BIO:C;B-MATH:D,s0101
S0101/0055,M,43,IV,CIV:F;HIST:E;GEO:F;E-D-KIISLAMU:F;KISW:B;ENGL:F;PHY:F;CHEM:F;BIO:E;B-MATH:F,s0101
S0101/0056,M,17,I,CIV:B;HIST:B;GEO:B;KISW:B;ENGL:B+;PHY:B+;CHEM:B+;BIO:B+;B-MATH:C,s0101
S0101/0057,M,19,II,CIV:B;HIST:B;GEO:B;KISW:B+;ENGL:B+;PHY:C;CHEM:C;BIO:B+;B-MATH:C,s0101
S0101/0058,M,23,II,CIV:C;HIST:B;GEO:C;KISW:B+;ENGL:B;PHY:D;CHEM:C;BIO:B;B-MATH:D,s0101
S0101/0059,M,27,III,CIV:C;HIST:D;GEO:D;KISW:B;ENGL:C;PHY:C;CHEM:D;BIO:C;B-MATH:B,s0101
S0101/0060,M,44,0,CIV:E;HIST:E;GEO:F;KISW:E;ENGL:F;PHY:E;CHEM:F;BIO:E;B-MATH:F,s0101
S0101/0061,M,44,0,CIV:F;HIST:F;GEO:F;KISW:D;ENGL:F;PHY:E;CHEM:E;BIO:E;B-MATH:F,s0101
S0101/0062,M,39,IV,CIV:D;HIST:E;GEO:E;KISW:D;ENGL:D;BIO:E;B-MATH:F;COMM:E;B-KEEPING:F,s0101
S0101/0063,M,48,0,CIV:F;HIST:F;GEO:F;KISW:F;ENGL:E;BIO:F;B-MATH:F;COMM:F;B-KEEPING:F,s0101
S0101/0064,M,25,III,CIV:C;HIST:C;GEO:C;KISW:B+;ENGL:B+;BIO:D;B-MATH:C;COMM:D;B-KEEPING:E,s0101
S0101/0065,M,26,III,CIV:C;HIST:C;GEO:B;KISW:C;ENGL:B+;PHY:D;CHEM:D;BIO:C;B-MATH:F,s0101
S0101/0066,M,32,IV,CIV:D;HIST:C;GEO:E;KISW:B+;ENGL:B;BIO:E;B-MATH:E;COMM:E;B-KEEPING:E,s0101
S0101/0067,M,39,IV,CIV:E;HIST:F;GEO:E;E-D-KIISLAMU:E;KISW:C;ENGL:D;PHY:E;CHEM:E;BIO:E;B-MATH:E,s0101
S0101/0068,M,28,III,CIV:D;HIST:C;GEO:D;KISW:C;ENGL:B;BIO:D;B-MATH:C;COMM:D;B-KEEPING:B,s0101
S0101/0069,M,40,IV,CIV:F;HIST:E;GEO:E;KISW:C;ENGL:D;BIO:E;B-MATH:E;COMM:F;B-KEEPING:F,s0101
S0101/0070,M,22,II,CIV:C;HIST:C;GEO:C;E-D-KIISLAMU:D;KISW:B+;ENGL:B;PHY:B;CHEM:C;BIO:B;B-MATH:B,s0101
S0101/0071,M,*E,*E,,s0101
S0101/0072,M,47,0,CIV:F;HIST:F;GEO:F;E-D-KIISLAMU:X;KISW:D;ENGL:F;BIO:F;B-MATH:F;COMM:F;B-KEEPING:F,s0101
S0101/0073,M,15,I,CIV:C;HIST:D;GEO:B;KISW:B+;ENGL:B+;PHY:B+;CHEM:B;BIO:B+;B-MATH:A,s0101
S0101/0074,M,45,0,CIV:F;HIST:F;GEO:E;KISW:D;ENGL:F;PHY:E;CHEM:F;BIO:F;B-MATH:F,s0101
S0101/0075,M,25,III,CIV:C;HIST:B;GEO:C;KISW:B;ENGL:B;PHY:D;CHEM:E;BIO:C;B-MATH:C,s0101
S0101/0076,M,23,II,CIV:C;HIST:D;GEO:B;B-KNOWL:D;KISW:B;ENGL:B+;PHY:C;CHEM:C;BIO:B;B-MATH:C,s0101
S0101/0077,M,34,IV,CIV:C;HIST:E;GEO:D;KISW:C;ENGL:C;PHY:E;CHEM:E;BIO:D;B-MATH:E,s0101
S0101/0078,M,24,II,CIV:C;HIST:B;GEO:C;KISW:B;ENGL:C;PHY:C;CHEM:D;BIO:B+;B-MATH:C,s0101
S0101/0079,M,41,IV,CIV:F;HIST:F;GEO:E;KISW:C;ENGL:E;PHY:E;CHEM:F;BIO:E;B-MATH:E,s0101
S0101/0080,M,39,IV,CIV:E;HIST:E;GEO:E;KISW:C;ENGL:D;BIO:E;B-MATH:F;COMM:F;B-KEEPING:E,s0101
S0101/0081,M,42,0,CIV:E;HIST:E;GEO:E;PHY;EDU:X;KISW:E;ENGL:D;BIO:E;B-MATH:F;COMM:F;B-KEEPING:F,s0101
S0101/0082,M,46,0,CIV:F;HIST:F;GEO:F;KISW:D;ENGL:E;PHY:F;CHEM:F;BIO:F;B-MATH:F,s0101
S0101/0083,M,36,IV,CIV:E;HIST:E;GEO:E;KISW:B+;ENGL:C;PHY:F;CHEM:E;BIO:E;B-MATH:E,s0101
S0101/0084,M,26,III,CIV:C;HIST:D;GEO:C;F.ART:C;KISW:B;ENGL:B;PHY:C;CHEM:D;BIO:D;B-MATH:C,s0101
S0101/0085,M,48,0,CIV:F;HIST:F;GEO:F;KISW:E;ENGL:F;PHY:X;CHEM:X;BIO:F;B-MATH:F,s0101
S0101/0086,M,15,I,CIV:B;HIST:B;GEO:B;KISW:B+;ENGL:B+;PHY:B+;CHEM:B+;BIO:B;B-MATH:A,s0101
S0101/0087,M,17,I,CIV:B;HIST:C;GEO:B;KISW:B+;ENGL:B;PHY:B;CHEM:B;BIO:B+;B-MATH:A,s0101
S0101/0088,M,29,III,CIV:C;HIST:D;GEO:C;KISW:B;ENGL:C;PHY:D;CHEM:D;BIO:C;B-MATH:F,s0101
S0101/0089,M,21,II,CIV:B;HIST:C;GEO:C;F.ART:D;KISW:B;ENGL:B;PHY:B;CHEM:C;BIO:B;B-MATH:B+,s0101
S0101/0090,M,21,II,CIV:C;HIST:C;GEO:C;KISW:B+;ENGL:B;PHY:B;CHEM:C;BIO:B+;B-MATH:B,s0101
S0101/0091,M,19,II,CIV:C;HIST:C;GEO:C;KISW:B;ENGL:B+;PHY:B;CHEM:B+;BIO:B;B-MATH:B+,s0101
S0101/0092,M,20,II,CIV:B;HIST:B;GEO:C;E-D-KIISLAMU:X;KISW:B;ENGL:B+;PHY:B;CHEM:C;BIO:B;B-MATH:B,s0101
S0101/0093,M,13,I,CIV:B;HIST:B;GEO:B;KISW:B;ENGL:B+;PHY:A;CHEM:B+;BIO:A;B-MATH:A,s0101
S0101/0094,M,22,II,CIV:C;HIST:C;GEO:C;KISW:B+;ENGL:B;BIO:B;B-MATH:B+;COMM:C;B-KEEPING:C,s0101
S0101/0095,M,16,I,CIV:B;HIST:B;GEO:B;KISW:B;ENGL:C;PHY:B+;CHEM:B+;BIO:B+;B-MATH:A,s0101
S0101/0096,M,26,III,CIV:C;HIST:C;GEO:C;KISW:B;ENGL:C;PHY:D;CHEM:C;BIO:C;B-MATH:B,s0101
S0101/0097,M,43,IV,CIV:D;HIST:E;GEO:F;KISW:E;ENGL:D;BIO:F;B-MATH:F;COMM:F;B-KEEPING:F,s0101
S0101/0098,M,10,I,CIV:B;HIST:B+;GEO:B;KISW:B+;ENGL:A;PHY:A;CHEM:B+;BIO:A;B-MATH:A,s0101
S0101/0099,M,*E,*E,,s0101
S0101/0100,M,15,I,CIV:B;HIST:B;GEO:B+;KISW:B+;ENGL:B+;BIO:B+;B-MATH:A;COMM:C;B-KEEPING:B,s0101
S0101/0101,M,33,IV,CIV:D;HIST:E;GEO:D;KISW:D;ENGL:E;PHY:D;CHEM:D;BIO:C;B-MATH:C,s0101
S0101/0102,M,45,0,CIV:F;HIST:F;GEO:F;F.ART:E;KISW:D;ENGL:E;BIO:F;B-MATH:F;COMM:F;B-KEEPING:F,s0101
S0101/0103,M,27,III,CIV:C;HIST:D;GEO:C;KISW:B;ENGL:C;PHY:C;CHEM:D;BIO:C;B-MATH:C,s0101
S0101/0104,M,36,IV,CIV:D;HIST:D;GEO:D;KISW:C;ENGL:D;PHY:E;CHEM:E;BIO:E;B-MATH:E,s0101
S0101/0105,M,48,0,CIV:F;HIST:F;GEO:F;KISW:E;ENGL:F;BIO:F;B-MATH:F;COMM:F;B-KEEPING:F,s0101
S0101/0106,M,42,IV,CIV:E;HIST:F;GEO:E;KISW:C;ENGL:D;PHY:F;CHEM:X;BIO:F;B-MATH:F,s0101
S0101/0107,M,24,II,CIV:C;HIST:C;GEO:C;KISW:B;ENGL:B;PHY:B;CHEM:C;BIO:D;B-MATH:B,s0101
S0101/0108,M,18,II,CIV:C;HIST:C;GEO:B;F.ART:D;KISW:B;ENGL:C;PHY:B+;CHEM:B+;BIO:B+;B-MATH:B+,s0101
S0101/0109,M,11,I,CIV:B+;HIST:B+;GEO:B;KISW:B+;ENGL:B+;FREN:B;PHY:A;CHEM:B+;BIO:A;B-MATH:A,s0101
S0101/0110,M,43,0,CIV:E;HIST:E;GEO:E;E-D-KIISLAMU:F;KISW:E;ENGL:E;BIO:E;B-MATH:F;COMM:F;B-KEEPING:F,s0101
S0101/0111,M,30,III,CIV:D;HIST:D;GEO:D;KISW:B+;ENGL:C;PHY:D;CHEM:D;BIO:D;B-MATH:C,s0101
S0101/0112,M,33,IV,CIV:D;HIST:C;GEO:D;KISW:C;ENGL:D;PHY:D;CHEM:E;BIO:D;B-MATH:D,s0101
S0101/0113,M,48,0,CIV:F;HIST:F;GEO:F;F.ART:F;KISW:E;ENGL:F;PHY:F;CHEM:F;BIO:F;B-MATH:F,s0101
S0101/0114,M,24,II,CIV:B;HIST:C;GEO:C;KISW:B;ENGL:B;BIO:B;B-MATH:C;COMM:D;B-KEEPING:D,s0101
S0101/0115,M,*E,*E,,s0101
S0101/0116,M,40,IV,CIV:D;HIST:E;GEO:E;KISW:E;ENGL:C;BIO:E;B-MATH:F;COMM:F;B-KEEPING:F,s0101
S0101/0117,M,37,IV,CIV:D;HIST:E;GEO:E;KISW:C;ENGL:D;PHY:E;CHEM:E;BIO:D;B-MATH:E,s0101
S0101/0118,M,36,IV,CIV:E;HIST:D;GEO:D;KISW:D;ENGL:D;PHY:E;CHEM:E;BIO:C;B-MATH:E,s0101
S0101/0119,M,42,0,CIV:E;HIST:F;GEO:F;KISW:D;ENGL:F;PHY:E;CHEM:E;BIO:E;B-MATH:E,s0101
S0101/0120,M,31,III,CIV:D;HIST:E;GEO:D;PHY;EDU:E;KISW:C;ENGL:C;BIO:C;B-MATH:C;COMM:E;B-KEEPING:D,s0101
S0101/0121,M,37,IV,CIV:D;HIST:E;GEO:E;KISW:C;ENGL:C;BIO:E;B-MATH:E;COMM:F;B-KEEPING:F,s0101
S0101/0122,M,19,II,CIV:C;HIST:B;GEO:C;KISW:B+;ENGL:B+;BIO:B;B-MATH:B+;COMM:C;B-KEEPING:B,s0101
S0101/0123,M,-,ABS,CIV:X;HIST:X;GEO:X;KISW:X;ENGL:X;BIO:X;B-MATH:X;COMM:X;B-KEEPING:X,s0101
S0101/0124,M,39,IV,CIV:E;HIST:E;GEO:E;KISW:C;ENGL:D;BIO:E;B-MATH:E;COMM:F;B-KEEPING:F,s0101
S0101/0125,M,29,III,CIV:C;HIST:C;GEO:C;KISW:C;ENGL:C;PHY:D;CHEM:D;BIO:C;B-MATH:D,s0101
S0101/0126,M,34,IV,CIV:D;HIST:E;GEO:D;KISW:C;ENGL:D;BIO:D;B-MATH:C;COMM:F;B-KEEPING:F,s0101
S0101/0127,M,33,IV,CIV:D;HIST:E;GEO:E;F.ART:D;KISW:C;ENGL:D;PHY:D;CHEM:E;BIO:D;B-MATH:C,s0101
S0101/0128,M,41,IV,CIV:D;HIST:E;GEO:E;E-D-KIISLAMU:F;KISW:D;ENGL:E;BIO:E;B-MATH:F;COMM:F;B-KEEPING:F,s0101
S0101/0129,M,25,III,CIV:C;HIST:D;GEO:C;F.ART:D;KISW:B+;ENGL:B;PHY:C;CHEM:C;BIO:C;B-MATH:C,s0101
S0101/0130,M,32,IV,CIV:C;HIST:E;GEO:D;KISW:C;ENGL:D;PHY:D;CHEM:D;BIO:C;B-MATH:E,s0101
S0101/0131,M,20,II,CIV:B;HIST:C;GEO:C;KISW:B+;ENGL:B;PHY:B+;CHEM:C;BIO:B;B-MATH:B,s0101
S0101/0132,M,43,0,CIV:E;HIST:F;GEO:E;KISW:E;ENGL:F;PHY:E;CHEM:E;BIO:F;B-MATH:E,s0101
S0101/0133,M,48,0,CIV:F;HIST:F;GEO:F;KISW:E;ENGL:F;BIO:F;B-MATH:F;COMM:F;B-KEEPING:F,s0101
S0101/0134,M,26,III,CIV:D;HIST:D;GEO:C;KISW:B;ENGL:D;PHY:B;CHEM:C;BIO:C;B-MATH:B,s0101
S0101/0135,M,40,IV,CIV:E;HIST:E;GEO:E;KISW:D;ENGL:E;PHY:E;CHEM:E;BIO:D;B-MATH:F,s0101
S0101/0136,M,38,IV,CIV:E;HIST:D;GEO:E;KISW:D;ENGL:D;PHY:X;CHEM:X;BIO:E;B-MATH:D,s0101
S0101/0137,M,47,0,CIV:F;HIST:F;GEO:F;KISW:E;ENGL:E;BIO:F;B-MATH:F;COMM:F;B-KEEPING:F,s0101
S0101/0138,M,17,I,CIV:C;HIST:B;GEO:B;KISW:B+;ENGL:B+;BIO:B+;B-MATH:B+;COMM:C;B-KEEPING:B,s0101
S0101/0139,M,23,II,CIV:C;HIST:C;GEO:C;F.ART:D;KISW:B;ENGL:B;PHY:B;CHEM:D;BIO:B;B-MATH:B,s0101
S0101/0140,M,23,II,CIV:C;HIST:C;GEO:C;B-KNOWL:D;KISW:B;ENGL:B;PHY:B;CHEM:C;BIO:B+;B-MATH:C,s0101
S0101/0141,M,24,II,CIV:B;HIST:D;GEO:C;KISW:B;ENGL:B;PHY:C;CHEM:C;BIO:B;B-MATH:C,s0101
S0101/0142,M,34,IV,CIV:C;HIST:D;GEO:D;KISW:D;ENGL:C;PHY:E;CHEM:E;BIO:D;B-MATH:F,s0101
S0101/0143,M,13,I,CIV:B;HIST:C;GEO:C;KISW:A;ENGL:B+;PHY:A;CHEM:B+;BIO:B;B-MATH:A,s0101
S0101/0144,M,26,III,CIV:B;HIST:B;GEO:C;KISW:D;ENGL:B+;BIO:C;B-MATH:E;COMM:D;B-KEEPING:D,s0101
S0101/0145,M,14,I,CIV:C;HIST:C;GEO:B;KISW:B+;ENGL:B+;PHY:B+;CHEM:B+;BIO:B+;B-MATH:A,s0101
S0101/0146,M,31,III,CIV:D;HIST:E;GEO:D;KISW:C;ENGL:B;PHY:D;CHEM:E;BIO:C;B-MATH:D,s0101
S0101/0147,M,*E,*E,,s0101
S0101/0148,M,18,II,CIV:C;HIST:B;GEO:B;PHY;EDU:F;KISW:B+;ENGL:B+;BIO:B;B-MATH:B+;COMM:C;B-KEEPING:B,s0101
S0101/0149,M,21,II,CIV:B;HIST:C;GEO:C;KISW:B;ENGL:B+;PHY:C;CHEM:C;BIO:B+;B-MATH:B,s0101
S0101/0150,M,25,III,CIV:C;HIST:D;GEO:C;KISW:B;ENGL:C;PHY:D;CHEM:C;BIO:B;B-MATH:B,s0101
S0101/0151,M,49,0,CIV:F;HIST:F;GEO:F;KISW:F;ENGL:F;BIO:F;B-MATH:F;COMM:F;B-KEEPING:F,s0101
S0101/0152,M,48,0,CIV:F;HIST:E;GEO:F;KISW:F;ENGL:F;BIO:F;B-MATH:F;COMM:F;B-KEEPING:F,s0101
S0101/0153,M,30,III,CIV:C;HIST:B;GEO:C;KISW:C;ENGL:C;BIO:D;B-MATH:E;COMM:E;B-KEEPING:F,s0101
S0101/0154,M,15,I,CIV:B;HIST:B;GEO:B;F.ART:X;KISW:B+;ENGL:B+;PHY:A;CHEM:B;BIO:B+;B-MATH:B+,s0101
S0101/0155,M,27,III,CIV:C;HIST:C;GEO:C;F.ART:B;KISW:C;ENGL:C;BIO:D;B-MATH:C;COMM:D;B-KEEPING:E,s0101
S0101/0156,M,38,IV,CIV:E;HIST:E;GEO:E;F.ART:D;KISW:C;ENGL:D;BIO:E;B-MATH:F;COMM:F;B-KEEPING:F,s0101
S0101/0157,M,40,IV,CIV:E;HIST:E;GEO:E;KISW:E;ENGL:D;PHY:F;CHEM:D;BIO:E;B-MATH:F,s0101
S0101/0158,M,19,II,CIV:C;HIST:B;GEO:C;KISW:B+;ENGL:B+;PHY:B;CHEM:C;BIO:B;B-MATH:B+,s0101
S0101/0159,M,19,II,CIV:D;HIST:B;GEO:B;E-D-KIISLAMU:B;KISW:B;ENGL:B;PHY:B+;CHEM:B;BIO:B+;B-MATH:B,s0101
S0101/0160,M,25,III,CIV:C;HIST:C;GEO:C;KISW:B;ENGL:B+;BIO:C;B-MATH:E;COMM:C;B-KEEPING:D,s0101
S0101/0161,M,*E,*E,,s0101
S0101/0162,M,29,III,CIV:C;HIST:C;GEO:D;E-D-KIISLAMU:X;KISW:C;ENGL:C;PHY:D;CHEM:C;BIO:D;B-MATH:C,s0101
S0101/0163,M,40,IV,CIV:D;HIST:E;GEO:E;KISW:D;ENGL:D;BIO:E;B-MATH:F;COMM:F;B-KEEPING:F,s0101
S0101/0164,M,31,III,CIV:D;HIST:E;GEO:D;B-KNOWL:X;KISW:C;ENGL:C;PHY:C;CHEM:D;BIO:D;B-MATH:C,s0101
S0101/0165,M,43,IV,CIV:E;HIST:F;GEO:E;KISW:C;ENGL:E;BIO:F;B-MATH:F;COMM:F;B-KEEPING:F,s0101
S0101/0166,M,39,IV,CIV:E;HIST:F;GEO:D;KISW:D;ENGL:D;PHY:E;CHEM:E;BIO:E;B-MATH:F,s0101
S0101/0167,M,19,II,CIV:C;HIST:C;GEO:C;KISW:B;ENGL:B+;PHY:B;CHEM:B;BIO:B+;B-MATH:B+,s0101
S0101/0168,M,41,0,CIV:E;HIST:E;GEO:E;KISW:E;ENGL:E;PHY:D;CHEM:E;BIO:E;B-MATH:F,s0101
S0101/0169,M,49,0,CIV:F;HIST:F;GEO:F;KISW:F;ENGL:F;BIO:F;B-MATH:F;COMM:F;B-KEEPING:F,s0101
S0101/0170,M,21,II,CIV:D;HIST:D;GEO:C;KISW:C;ENGL:B;PHY:B+;CHEM:B;BIO:B;B-MATH:B+,s0101
S0101/0171,M,17,I,CIV:B;HIST:D;GEO:B;KISW:B+;ENGL:B;PHY:B+;CHEM:B;BIO:B+;B-MATH:B+,s0101
S0101/0172,M,31,III,CIV:D;HIST:E;GEO:D;KISW:C;ENGL:F;PHY:C;CHEM:D;BIO:D;B-MATH:B,s0101
S0101/0173,M,38,IV,CIV:D;HIST:E;GEO:D;KISW:D;ENGL:E;BIO:E;B-MATH:D;COMM:E;B-KEEPING:E,s0101
S0101/0174,M,48,0,CIV:E;HIST:F;GEO:F;KISW:F;ENGL:F;PHY:F;CHEM:F;BIO:F;B-MATH:F,s0101
S0101/0175,M,*E,*E,,s0101
S0101/0176,M,17,I,CIV:B;HIST:B;GEO:B;KISW:B+;ENGL:B+;PHY:B+;CHEM:B;BIO:B+;B-MATH:B,s0101
S0101/0177,M,33,IV,CIV:D;HIST:E;GEO:E;KISW:C;ENGL:C;PHY:D;CHEM:E;BIO:D;B-MATH:C,s0101
S0101/0178,M,16,I,CIV:C;HIST:B;GEO:C;KISW:B+;ENGL:B+;PHY:B+;CHEM:B;BIO:B;B-MATH:A,s0101
S0101/0179,M,*E,*E,,s0101
S0101/0180,M,28,III,CIV:C;HIST:C;GEO:D;KISW:B;ENGL:C;BIO:D;B-MATH:C;COMM:D;B-KEEPING:C,s0101
