CNO,SEX,AGGT,DIV,DETAILED-SUBJECTS,center_id
S0101/0112,M,23,III,CIV:C;HIST:C;GEO:D;KISW:C;ENGL:C;PHY:D;CHEM:D;BIO:C;B-MATH:F,s0101
S0101/0113,M,*E,*E,,s0101
S0101/0114,M,35,0,CIV:F;HIST:F;GEO:F;KISW:F;ENGL:F;BIO:F;B-MATH:F;COMM:F;B-KEEPING:F,s0101
S0101/0115,M,28,IV,CIV:D;HIST:C;GEO:F;KISW:D;ENGL:D;PHY:F;CHEM:D;BIO:D;B-MATH:F,s0101
S0101/0116,M,26,IV,CIV:C;HIST:D;GEO:D;KISW:D;ENGL:C;BIO:D;B-MATH:F;COMM:D;B-KEEPING:F,s0101
S0101/0117,M,14,I,CIV:C;HIST:C;GEO:C;KISW:B;ENGL:B;PHY:B;CHEM:B;BIO:B;B-MATH:A,s0101
S0101/0118,M,20,II,CIV:C;HIST:C;GEO:C;KISW:C;ENGL:C;PHY:C;CHEM:B;BIO:C;COMP;STUD:C;B-MATH:C,s0101
S0101/0119,M,35,0,CIV:F;HIST:F;GEO:F;E-D-KIISLAMU:F;KISW:F;ENGL:F;BIO:F;B-MATH:F;COMM:F;B-KEEPING:F,s0101
S0101/0120,M,-,ABS,CIV:X;HIST:X;GEO:X;KISW:X;ENGL:X;PHY:X;CHEM:X;BIO:X;B-MATH:X,s0101
S0101/0121,M,35,0,CIV:F;HIST:F;GEO:F;KISW:F;ENGL:F;BIO:F;B-MATH:F;COMM:F;B-KEEPING:F,s0101
S0101/0122,M,34,0,CIV:F;HIST:F;GEO:F;KISW:D;ENGL:F;PHY:F;CHEM:F;BIO:F;B-MATH:F,s0101
S0101/0123,M,18,II,CIV:C;HIST:C;GEO:D;KISW:C;ENGL:C;PHY:C;CHEM:B;BIO:C;B-MATH:A,s0101
S0101/0124,M,33,IV,CIV:F;HIST:F;GEO:F;KISW:D;ENGL:D;BIO:F;B-MATH:F;COMM:F;B-KEEPING:F,s0101
S0101/0125,M,28,IV,CIV:D;HIST:D;GEO:D;KISW:D;ENGL:C;BIO:D;B-MATH:F;COMM:F;B-KEEPING:F,s0101
S0101/0126,M,33,IV,CIV:F;HIST:D;GEO:F;KISW:D;ENGL:F;PHY:F;CHEM:F;BIO:F;B-MATH:F,s0101
S0101/0127,M,28,IV,CIV:D;HIST:D;GEO:F;KISW:D;ENGL:C;BIO:D;B-MATH:F;COMM:D;B-KEEPING:F,s0101
S0101/0128,M,24,III,CIV:C;HIST:D;GEO:D;E-D-KIISLAMU:D;KISW:C;ENGL:C;PHY:F;CHEM:D;BIO:C;B-MATH:F,s0101
S0101/0129,M,30,IV,CIV:D;HIST:F;GEO:F;B-KNOWL:D;KISW:D;ENGL:D;PHY:F;CHEM:F;BIO:D;B-MATH:F,s0101
S0101/0130,M,34,0,CIV:F;HIST:F;GEO:F;KISW:D;ENGL:F;PHY:F;CHEM:F;BIO:F;B-MATH:F,s0101
S0101/0131,M,*E,*E,,s0101
S0101/0132,M,-,ABS,CIV:X;HIST:X;GEO:X;KISW:X;ENGL:X;PHY:X;CHEM:X;BIO:X;B-MATH:X,s0101
S0101/0133,M,35,0,CIV:F;HIST:F;GEO:F;KISW:F;ENGL:F;BIO:F;B-MATH:F;COMM:F;B-KEEPING:F,s0101
S0101/0134,M,27,IV,CIV:D;HIST:D;GEO:D;PHY;EDU:D;KISW:D;ENGL:C;BIO:D;B-MATH:D;COMM:D;B-KEEPING:D,s0101
S0101/0135,M,27,IV,CIV:D;HIST:D;GEO:D;KISW:D;ENGL:D;PHY:F;CHEM:D;BIO:C;B-MATH:F,s0101
S0101/0136,M,20,II,CIV:C;HIST:C;GEO:C;KISW:C;ENGL:C;PHY:C;CHEM:B;BIO:C;B-MATH:C,s0101
S0101/0137,M,*E,*E,,s0101
S0101/0138,M,19,II,CIV:C;HIST:C;GEO:D;KISW:C;ENGL:B;PHY:D;CHEM:C;BIO:C;B-MATH:B,s0101
S0101/0139,M,26,IV,CIV:C;HIST:D;GEO:D;KISW:D;ENGL:C;BIO:D;COMP;STUD:F;B-MATH:F;COMM:D;B-KEEPING:D,s0101
S0101/0141,M,34,0,CIV:F;HIST:F;GEO:F;KISW:F;ENGL:D;PHY:F;CHEM:F;BIO:F;B-MATH:F,s0101
S0101/0142,M,18,II,CIV:C;HIST:C;GEO:C;KISW:C;ENGL:B;PHY:C;CHEM:B;BIO:C;B-MATH:B,s0101
S0101/0144,M,*E,*E,,s0101
S0101/0145,M,*E,*E,,s0101
S0101/0146,M,17,I,CIV:C;HIST:C;GEO:C;PHY;EDU:C;KISW:C;ENGL:B;PHY:C;CHEM:B;BIO:B;B-MATH:B,s0101
S0101/0147,M,*E,*E,,s0101
S0101/0148,M,21,II,CIV:C;HIST:D;GEO:C;KISW:C;ENGL:C;PHY:C;CHEM:C;BIO:C;B-MATH:C,s0101
S0101/0149,M,27,IV,CIV:D;HIST:D;GEO:D;KISW:D;ENGL:C;PHY:D;CHEM:D;BIO:D;B-MATH:D,s0101
S0101/0150,M,31,IV,CIV:D;HIST:F;GEO:F;KISW:D;ENGL:C;PHY:F;CHEM:F;BIO:F;B-MATH:F,s0101
S0101/0151,M,26,IV,CIV:D;HIST:D;GEO:D;E-D-KIISLAMU:F;KISW:C;ENGL:D;PHY:F;CHEM:C;BIO:D;B-MATH:D,s0101
S0101/0152,M,28,IV,CIV:D;HIST:D;GEO:D;KISW:C;ENGL:D;PHY:F;CHEM:F;BIO:D;B-MATH:F,s0101
S0101/0153,M,23,III,CIV:C;HIST:C;GEO:D;KISW:C;ENGL:C;BIO:C;B-MATH:F;COMM:D;B-KEEPING:F,s0101
S0101/0154,M,*E,*E,,s0101
S0101/0155,M,28,IV,CIV:D;HIST:D;GEO:D;KISW:C;ENGL:D;BIO:D;B-MATH:F;COMM:F;B-KEEPING:F,s0101
S0101/0156,M,17,I,CIV:C;HIST:C;GEO:C;KISW:C;ENGL:C;PHY:C;CHEM:B;BIO:B;B-MATH:A,s0101
S0101/0157,M,21,II,CIV:C;HIST:C;GEO:C;PHY;EDU:X;KISW:C;ENGL:C;BIO:C;B-MATH:D;COMM:C;B-KEEPING:D,s0101
S0101/0158,M,33,IV,CIV:F;HIST:F;GEO:F;F.ART:D;KISW:D;ENGL:F;PHY:F;CHEM:F;BIO:F;B-MATH:F,s0101
S0101/0159,M,21,II,CIV:C;HIST:C;GEO:C;KISW:C;ENGL:C;PHY:C;CHEM:C;BIO:C;B-MATH:C,s0101
S0101/0160,M,22,III,CIV:C;HIST:C;GEO:D;KISW:C;ENGL:C;PHY:D;CHEM:C;BIO:C;B-MATH:D,s0101
S0101/0161,M,*E,*E,,s0101
S0101/0162,M,26,IV,CIV:D;HIST:D;GEO:D;KISW:D;ENGL:C;PHY:D;CHEM:D;BIO:C;B-MATH:D,s0101
S0101/0163,M,25,III,CIV:C;HIST:D;GEO:D;KISW:D;ENGL:C;PHY:F;CHEM:D;BIO:C;B-MATH:F,s0101
S0101/0164,M,20,II,CIV:C;HIST:C;GEO:D;KISW:C;ENGL:C;PHY:D;CHEM:C;BIO:B;B-MATH:C,s0101
S0101/0165,M,20,II,CIV:C;HIST:C;GEO:C;KISW:C;ENGL:C;PHY:C;CHEM:C;BIO:B;B-MATH:C,s0101
S0101/0166,M,23,III,CIV:C;HIST:D;GEO:C;KISW:C;ENGL:C;FREN:D;PHY:F;CHEM:F;BIO:C;B-MATH:F,s0101
S0101/0167,M,35,0,CIV:F;HIST:F;GEO:F;KISW:F;ENGL:F;PHY:F;CHEM:F;BIO:F;B-MATH:F,s0101
S0101/0168,M,*E,*E,,s0101
S0101/0169,M,16,I,CIV:C;HIST:C;GEO:C;KISW:C;ENGL:C;PHY:C;CHEM:A;BIO:A;B-MATH:B,s0101
S0101/0170,M,24,III,CIV:D;HIST:D;GEO:D;F.ART:B;KISW:C;ENGL:C;PHY:F;CHEM:D;BIO:D;B-MATH:F,s0101
S0101/0171,M,11,I,CIV:C;HIST:B;GEO:B;KISW:C;ENGL:B;PHY:B;CHEM:A;BIO:A;B-MATH:A,s0101
S0101/0172,M,*E,*E,,s0101
S0101/0173,M,35,0,CIV:F;HIST:F;GEO:F;KISW:F;ENGL:F;BIO:F;B-MATH:F;COMM:F;B-KEEPING:F,s0101
S0101/0174,M,28,IV,CIV:D;HIST:F;GEO:D;F.ART:D;KISW:D;ENGL:D;BIO:D;B-MATH:D;COMM:D;B-KEEPING:F,s0101
S0101/0175,M,21,II,CIV:C;HIST:C;GEO:C;KISW:C;ENGL:C;PHY:D;CHEM:C;BIO:C;B-MATH:C,s0101
S0101/0176,M,16,I,CIV:C;HIST:C;GEO:C;KISW:C;ENGL:B;PHY:C;CHEM:B;BIO:A;B-MATH:B,s0101
S0101/0177,M,24,III,CIV:D;HIST:C;GEO:C;KISW:D;ENGL:D;PHY:D;CHEM:D;BIO:C;B-MATH:C,s0101
S0101/0178,M,18,II,CIV:C;HIST:C;GEO:C;KISW:C;ENGL:B;PHY:D;CHEM:C;BIO:A;B-MATH:D,s0101
S0101/0179,M,33,IV,CIV:F;HIST:F;GEO:F;KISW:C;ENGL:F;BIO:F;B-MATH:F;COMM:F;B-KEEPING:F,s0101
S0101/0180,M,*E,*E,,s0101
S0101/0181,M,*E,*E,,s0101
S0101/0182,M,26,IV,CIV:C;HIST:D;GEO:D;KISW:D;ENGL:C;PHY:F;CHEM:F;BIO:C;B-MATH:F,s0101
S0101/0183,M,21,II,CIV:C;HIST:D;GEO:C;KISW:C;ENGL:C;BIO:C;B-MATH:C;COMM:C;B-KEEPING:D,s0101
S0101/0184,M,35,0,CIV:F;HIST:F;GEO:F;KISW:F;ENGL:F;BIO:F;B-MATH:F;COMM:F;B-KEEPING:F,s0101
S0101/0185,M,*E,*E,,s0101
S0101/0186,M,21,II,CIV:C;HIST:C;GEO:C;E-D-KIISLAMU:D;KISW:C;ENGL:C;PHY:D;CHEM:C;BIO:C;B-MATH:C,s0101
S0101/0187,M,15,I,CIV:B;HIST:C;GEO:C;KISW:B;ENGL:B;PHY:C;CHEM:B;BIO:B;B-MATH:B,s0101
S0101/0188,M,35,0,CIV:F;HIST:F;GEO:F;KISW:F;ENGL:F;BIO:F;B-MATH:F;COMM:F;B-KEEPING:F,s0101
S0101/0189,M,*E,*E,,s0101
S0101/0190,M,*E,*E,,s0101
S0101/0191,M,27,IV,CIV:C;HIST:C;GEO:D;E-D-KIISLAMU:X;KISW:D;ENGL:C;BIO:F;B-MATH:F;COMM:F;B-KEEPING:F,s0101
S0101/0192,M,21,II,CIV:C;HIST:C;GEO:C;KISW:D;ENGL:C;PHY:C;CHEM:C;BIO:C;B-MATH:C,s0101
S0101/0193,M,34,0,CIV:F;HIST:F;GEO:F;PHY;EDU:X;KISW:F;ENGL:D;BIO:F;B-MATH:F;COMM:F;B-KEEPING:F,s0101
S0101/0194,M,21,II,CIV:C;HIST:C;GEO:C;KISW:C;ENGL:C;PHY:D;CHEM:C;BIO:C;B-MATH:C,s0101
S0101/0195,M,19,II,CIV:C;HIST:C;GEO:C;KISW:C;ENGL:A;PHY:C;CHEM:C;BIO:C;B-MATH:C,s0101
S0101/0196,M,34,0,CIV:F;HIST:F;GEO:F;KISW:F;ENGL:D;BIO:F;B-MATH:F;COMM:F;B-KEEPING:F,s0101
S0101/0197,M,21,II,CIV:C;HIST:C;GEO:C;KISW:C;ENGL:B;PHY:F;CHEM:D;BIO:C;B-MATH:F,s0101
S0101/0198,M,27,IV,CIV:D;HIST:D;GEO:D;KISW:C;ENGL:C;BIO:D;B-MATH:F;COMM:F;B-KEEPING:F,s0101
S0101/0199,M,*E,*E,,s0101
S0101/0200,M,35,0,CIV:F;HIST:F;GEO:F;KISW:F;ENGL:F;BIO:F;B-MATH:F;COMM:F;B-KEEPING:F,s0101
S0101/0201,M,26,IV,CIV:D;HIST:C;GEO:D;E-D-KIISLAMU:X;KISW:C;ENGL:D;BIO:F;B-MATH:C;COMM:F;B-KEEPING:F,s0101
S0101/0202,M,34,0,CIV:F;HIST:F;GEO:F;KISW:F;ENGL:D;BIO:F;B-MATH:F;COMM:F;B-KEEPING:F,s0101
S0101/0203,M,*E,*E,,s0101
S0101/0204,M,34,0,CIV:F;HIST:F;GEO:F;KISW:F;ENGL:D;PHY:F;CHEM:F;BIO:F;B-MATH:F,s0101
S0101/0205,M,*E,*E,,s0101
S0101/0206,M,33,IV,CIV:D;HIST:F;GEO:F;KISW:F;ENGL:D;BIO:F;B-MATH:F;COMM:F;B-KEEPING:F,s0101
S0101/0207,M,*E,*E,,s0101
S0101/0208,M,*E,*E,,s0101
S0101/0209,M,25,III,CIV:D;HIST:C;GEO:D;KISW:C;ENGL:C;PHY:F;CHEM:F;BIO:D;B-MATH:D,s0101
S0101/0210,M,14,I,CIV:C;HIST:B;GEO:B;PHY;EDU:C;KISW:B;ENGL:B;PHY:C;CHEM:B;BIO:A;B-MATH:C,s0101
S0101/0211,M,*E,*E,,s0101
S0101/0212,M,20,II,CIV:C;HIST:C;GEO:C;KISW:C;ENGL:C;PHY:C;CHEM:C;BIO:C;B-MATH:B,s0101
